"Site","Year","Month","Temp"
"Crystal Lake (WI)",1994,5,6.71388888888889
"Crystal Lake (WI)",1994,6,11.25
"Crystal Lake (WI)",1994,7,13.6444444444444
"Crystal Lake (WI)",1994,8,14.2972222222222
"Crystal Lake (WI)",1994,9,14.5166666666667
"Crystal Lake (WI)",1994,10,12.4222222222222
"Crystal Lake (WI)",1994,11,8.675
"Crystal Lake (WI)",1994,12,NA
"Crystal Lake (WI)",1995,1,4.06666666666667
"Crystal Lake (WI)",1995,2,4.06111111111111
"Crystal Lake (WI)",1995,3,4.19444444444444
"Crystal Lake (WI)",1995,4,NA
"Crystal Lake (WI)",1995,5,7.02777777777778
"Crystal Lake (WI)",1995,6,10.6638888888889
"Crystal Lake (WI)",1995,7,12.5
"Crystal Lake (WI)",1995,8,14.1166666666667
"Crystal Lake (WI)",1995,9,13.5444444444444
"Crystal Lake (WI)",1995,10,11.1305555555556
"Crystal Lake (WI)",1995,11,5.78055555555556
"Crystal Lake (WI)",1995,12,NA
"Crystal Lake (WI)",1996,1,NA
"Crystal Lake (WI)",1996,2,4.05
"Crystal Lake (WI)",1996,3,NA
"Crystal Lake (WI)",1996,4,NA
"Crystal Lake (WI)",1996,5,7.45555555555556
"Crystal Lake (WI)",1996,6,9.30555555555556
"Crystal Lake (WI)",1996,7,NA
"Crystal Lake (WI)",1996,8,12.7083333333333
"Crystal Lake (WI)",1996,9,13.2555555555556
"Crystal Lake (WI)",1996,10,11.125
"Crystal Lake (WI)",1996,11,7.06666666666667
"Crystal Lake (WI)",1996,12,NA
"Crystal Lake (WI)",1997,1,NA
"Crystal Lake (WI)",1997,2,3.63888888888889
"Crystal Lake (WI)",1997,3,NA
"Crystal Lake (WI)",1997,4,NA
"Crystal Lake (WI)",1997,5,6.75142857142857
"Crystal Lake (WI)",1997,6,9.36944444444445
"Crystal Lake (WI)",1997,7,NA
"Crystal Lake (WI)",1997,8,13.2722222222222
"Crystal Lake (WI)",1997,9,12.9166666666667
"Crystal Lake (WI)",1997,10,11.6444444444444
"Crystal Lake (WI)",1997,11,7.21111111111111
"Crystal Lake (WI)",1997,12,NA
"Crystal Lake (WI)",1998,1,NA
"Crystal Lake (WI)",1998,2,4.01111111111111
"Crystal Lake (WI)",1998,3,NA
"Crystal Lake (WI)",1998,4,6.41111111111111
"Crystal Lake (WI)",1998,5,9.13888888888889
"Crystal Lake (WI)",1998,6,10.7027777777778
"Crystal Lake (WI)",1998,7,NA
"Crystal Lake (WI)",1998,8,15.2166666666667
"Crystal Lake (WI)",1998,9,14.9527777777778
"Crystal Lake (WI)",1998,10,11.6861111111111
"Crystal Lake (WI)",1998,11,9.58333333333333
"Crystal Lake (WI)",1998,12,NA
"Crystal Lake (WI)",1999,1,NA
"Crystal Lake (WI)",1999,2,3.15
"Crystal Lake (WI)",1999,3,NA
"Crystal Lake (WI)",1999,4,NA
"Crystal Lake (WI)",1999,5,7.60277777777778
"Crystal Lake (WI)",1999,6,10.412962962963
"Crystal Lake (WI)",1999,7,NA
"Crystal Lake (WI)",1999,8,13.6722222222222
"Crystal Lake (WI)",1999,9,13.7361111111111
"Crystal Lake (WI)",1999,10,10.4805555555556
"Crystal Lake (WI)",1999,11,NA
"Crystal Lake (WI)",1999,12,NA
"Crystal Lake (WI)",2000,1,NA
"Crystal Lake (WI)",2000,2,3.93888888888889
"Crystal Lake (WI)",2000,3,NA
"Crystal Lake (WI)",2000,4,4.75135135135135
"Crystal Lake (WI)",2000,5,NA
"Crystal Lake (WI)",2000,6,10.4148148148148
"Crystal Lake (WI)",2000,7,13.2583333333333
"Crystal Lake (WI)",2000,8,14.2861111111111
"Crystal Lake (WI)",2000,9,NA
"Crystal Lake (WI)",2000,10,NA
"Crystal Lake (WI)",2000,11,8.975
"Crystal Lake (WI)",2000,12,NA
"Crystal Lake (WI)",2001,1,4.02777777777778
"Crystal Lake (WI)",2001,2,4.08333333333333
"Crystal Lake (WI)",2001,3,NA
"Crystal Lake (WI)",2001,4,4.3
"Crystal Lake (WI)",2001,5,7.72222222222222
"Crystal Lake (WI)",2001,6,10.7196078431373
"Crystal Lake (WI)",2001,7,13.3666666666667
"Crystal Lake (WI)",2001,8,14.6611111111111
"Crystal Lake (WI)",2001,9,13.9
"Crystal Lake (WI)",2001,10,10.7037037037037
"Crystal Lake (WI)",2001,11,7.5
"Crystal Lake (WI)",2001,12,NA
"Crystal Lake (WI)",2002,1,NA
"Crystal Lake (WI)",2002,2,3.10555555555556
"Crystal Lake (WI)",2002,3,NA
"Crystal Lake (WI)",2002,4,3.98333333333333
"Crystal Lake (WI)",2002,5,6.91666666666667
"Crystal Lake (WI)",2002,6,9.98333333333333
"Crystal Lake (WI)",2002,7,12.7861111111111
"Crystal Lake (WI)",2002,8,14.0166666666667
"Crystal Lake (WI)",2002,9,13.9361111111111
"Crystal Lake (WI)",2002,10,10.2555555555556
"Crystal Lake (WI)",2002,11,6.38333333333333
"Crystal Lake (WI)",2002,12,NA
"Crystal Lake (WI)",2003,1,NA
"Crystal Lake (WI)",2003,2,3.91666666666667
"Crystal Lake (WI)",2003,3,NA
"Crystal Lake (WI)",2003,4,NA
"Crystal Lake (WI)",2003,5,7.90392156862745
"Crystal Lake (WI)",2003,6,11.4166666666667
"Crystal Lake (WI)",2003,7,13.5638888888889
"Crystal Lake (WI)",2003,8,15.5138888888889
"Crystal Lake (WI)",2003,9,15.4416666666667
"Crystal Lake (WI)",2003,10,11.2814814814815
"Crystal Lake (WI)",2003,11,5.26111111111111
"Crystal Lake (WI)",2003,12,NA
"Crystal Lake (WI)",2004,1,NA
"Crystal Lake (WI)",2004,2,3.23125
"Crystal Lake (WI)",2004,3,NA
"Crystal Lake (WI)",2004,4,4.59444444444444
"Crystal Lake (WI)",2004,5,7.79722222222222
"Crystal Lake (WI)",2004,6,10.1111111111111
"Crystal Lake (WI)",2004,7,11.8416666666667
"Crystal Lake (WI)",2004,8,13.6333333333333
"Crystal Lake (WI)",2004,9,13.9694444444444
"Crystal Lake (WI)",2004,10,12.1037037037037
"Crystal Lake (WI)",2004,11,8.3
"Crystal Lake (WI)",2004,12,NA
"Crystal Lake (WI)",2005,1,NA
"Crystal Lake (WI)",2005,2,2.98333333333333
"Crystal Lake (WI)",2005,3,NA
"Crystal Lake (WI)",2005,4,4.56944444444444
"Crystal Lake (WI)",2005,5,6.68055555555556
"Crystal Lake (WI)",2005,6,10.8481481481481
"Crystal Lake (WI)",2005,7,13.8194444444444
"Crystal Lake (WI)",2005,8,14.9944444444444
"Crystal Lake (WI)",2005,9,15.1055555555556
"Crystal Lake (WI)",2005,10,13.1888888888889
"Crystal Lake (WI)",2005,11,8.36666666666667
"Crystal Lake (WI)",2005,12,NA
"Crystal Lake (WI)",2006,1,NA
"Crystal Lake (WI)",2006,2,3.52777777777778
"Crystal Lake (WI)",2006,3,NA
"Crystal Lake (WI)",2006,4,5.82777777777778
"Crystal Lake (WI)",2006,5,8.07222222222222
"Crystal Lake (WI)",2006,6,11.5611111111111
"Crystal Lake (WI)",2006,7,13.9861111111111
"Crystal Lake (WI)",2006,8,14.8694444444444
"Crystal Lake (WI)",2006,9,14.1833333333333
"Crystal Lake (WI)",2006,10,11.1694444444444
"Crystal Lake (WI)",2006,11,6.36111111111111
"Crystal Lake (WI)",2006,12,NA
"Crystal Lake (WI)",2007,1,NA
"Crystal Lake (WI)",2007,2,3.66111111111111
"Crystal Lake (WI)",2007,3,NA
"Crystal Lake (WI)",2007,4,5.81666666666667
"Crystal Lake (WI)",2007,5,7.70555555555556
"Crystal Lake (WI)",2007,6,10.1861111111111
"Crystal Lake (WI)",2007,7,12.8527777777778
"Crystal Lake (WI)",2007,8,14.7351851851852
"Crystal Lake (WI)",2007,9,13.6638888888889
"Crystal Lake (WI)",2007,10,11.9166666666667
"Crystal Lake (WI)",2007,11,7.1
"Crystal Lake (WI)",2007,12,NA
"Crystal Lake (WI)",2008,1,NA
"Crystal Lake (WI)",2008,2,NA
"Crystal Lake (WI)",2008,3,3.63611111111111
"Crystal Lake (WI)",2008,4,NA
"Crystal Lake (WI)",2008,5,6.38055555555556
"Crystal Lake (WI)",2008,6,9.05714285714286
"Crystal Lake (WI)",2008,7,12.2388888888889
"Crystal Lake (WI)",2008,8,13.5444444444444
"Crystal Lake (WI)",2008,9,13.2916666666667
"Crystal Lake (WI)",2008,10,11.0972222222222
"Crystal Lake (WI)",2008,11,7.65555555555556
"Crystal Lake (WI)",2008,12,NA
"Crystal Lake (WI)",2009,1,NA
"Crystal Lake (WI)",2009,2,4.04444444444444
"Crystal Lake (WI)",2009,3,NA
"Crystal Lake (WI)",2009,4,5.43529411764706
"Crystal Lake (WI)",2009,5,8.29166666666667
"Crystal Lake (WI)",2009,6,10.6
"Crystal Lake (WI)",2009,7,12.8117647058824
"Crystal Lake (WI)",2009,8,14.6676470588235
"Crystal Lake (WI)",2009,9,14.5372549019608
"Crystal Lake (WI)",2009,10,9.87352941176471
"Crystal Lake (WI)",2009,11,7.45294117647059
"Crystal Lake (WI)",2009,12,NA
"Crystal Lake (WI)",2010,1,NA
"Crystal Lake (WI)",2010,2,3.98235294117647
"Crystal Lake (WI)",2010,3,NA
"Crystal Lake (WI)",2010,4,7.27142857142857
"Crystal Lake (WI)",2010,5,9.16862745098039
"Crystal Lake (WI)",2010,6,12.3011764705882
"Crystal Lake (WI)",2010,7,14.8220588235294
"Crystal Lake (WI)",2010,8,16.2073529411765
"Crystal Lake (WI)",2010,9,13.7235294117647
"Crystal Lake (WI)",2010,10,NA
"Crystal Lake (WI)",2010,11,8.55
"Crystal Lake (WI)",2010,12,NA
"Crystal Lake (WI)",2011,1,NA
"Crystal Lake (WI)",2011,2,3.68333333333333
"Crystal Lake (WI)",2011,3,4.00588235294118
"Crystal Lake (WI)",2011,4,NA
"Crystal Lake (WI)",2011,5,6.4
"Crystal Lake (WI)",2011,6,9.47058823529412
"Crystal Lake (WI)",2011,7,11.7205882352941
"Crystal Lake (WI)",2011,8,12.9852941176471
"Crystal Lake (WI)",2011,9,12.7911764705882
"Crystal Lake (WI)",2011,10,11.1617647058824
"Crystal Lake (WI)",2011,11,7.90882352941177
"Crystal Lake (WI)",2011,12,NA
"Crystal Lake (WI)",2012,1,NA
"Crystal Lake (WI)",2012,2,4.1
"Crystal Lake (WI)",2012,3,NA
"Crystal Lake (WI)",2012,4,7.10606060606061
"Crystal Lake (WI)",2012,5,10.3705882352941
"Crystal Lake (WI)",2012,6,15.5494117647059
"Crystal Lake (WI)",2012,7,20.3441176470588
"Crystal Lake (WI)",2012,8,21.9147058823529
"Crystal Lake (WI)",2012,9,20.1911764705882
"Crystal Lake (WI)",2012,10,12.6372549019608
"Crystal Lake (WI)",2012,11,6.76470588235294
"Crystal Lake (WI)",2012,12,NA
"Crystal Lake (WI)",2013,1,NA
"Crystal Lake (WI)",2013,2,3.7875
"Crystal Lake (WI)",2013,3,NA
"Crystal Lake (WI)",2013,4,NA
"Crystal Lake (WI)",2013,5,7.52941176470588
"Crystal Lake (WI)",2013,6,12.1911764705882
"Crystal Lake (WI)",2013,7,17.2188235294118
"Crystal Lake (WI)",2013,8,19.6627450980392
"Crystal Lake (WI)",2013,9,20.3088235294118
"Crystal Lake (WI)",2013,10,14.5372549019608
"Crystal Lake (WI)",2013,11,6.61764705882353
"Crystal Lake (WI)",2013,12,NA
"Crystal Lake (WI)",2014,1,NA
"Crystal Lake (WI)",2014,2,NA
"Crystal Lake (WI)",2014,3,NA
"Crystal Lake (WI)",2014,4,NA
"Crystal Lake (WI)",2014,5,6.77058823529412
"Crystal Lake (WI)",2014,6,9.29411764705882
"Crystal Lake (WI)",2014,7,11.3705882352941
"Crystal Lake (WI)",2014,8,13.0411764705882
"Crystal Lake (WI)",2014,9,12.2171428571429
"Crystal Lake (WI)",2014,10,10.1388888888889
"Crystal Lake (WI)",2014,11,5.37222222222222
"Crystal Lake (WI)",2014,12,NA
"Crystal Lake (WI)",2015,1,NA
"Crystal Lake (WI)",2015,2,3.41111111111111
"Crystal Lake (WI)",2015,3,NA
"Crystal Lake (WI)",2015,4,5.46111111111111
"Crystal Lake (WI)",2015,5,7.28611111111111
"Crystal Lake (WI)",2015,6,9.67142857142857
"Crystal Lake (WI)",2015,7,12.6222222222222
"Crystal Lake (WI)",2015,8,13.7027777777778
"Crystal Lake (WI)",2015,9,13.86
"Crystal Lake (WI)",2015,10,11.5628571428571
"Crystal Lake (WI)",2015,11,9.02352941176471
"Crystal Lake (WI)",2015,12,NA
"Crystal Lake (WI)",2016,1,NA
"Crystal Lake (WI)",2016,2,2.48235294117647
"Crystal Lake (WI)",2016,3,NA
"Crystal Lake (WI)",2016,4,5.05294117647059
"Crystal Lake (WI)",2016,5,7.65555555555556
"Crystal Lake (WI)",2016,6,9.925
"Crystal Lake (WI)",2016,7,12.3333333333333
"Crystal Lake (WI)",2016,8,14.0055555555556
"Crystal Lake (WI)",2016,9,13.6777777777778
"Crystal Lake (WI)",2016,10,11.4111111111111
"Crystal Lake (WI)",2016,11,9.12777777777778
"Crystal Lake (WI)",2016,12,NA
"Crystal Lake (WI)",2017,1,NA
"Crystal Lake (WI)",2017,2,4.02222222222222
"Crystal Lake (WI)",2017,3,NA
"Crystal Lake (WI)",2017,4,5.49444444444444
"Crystal Lake (WI)",2017,5,7.33611111111111
"Crystal Lake (WI)",2017,6,10.1574074074074
"Crystal Lake (WI)",2017,7,13.5944444444444
"Crystal Lake (WI)",2017,8,13.5916666666667
"Crystal Lake (WI)",2017,9,13.0416666666667
"Crystal Lake (WI)",2017,10,12.2222222222222
"Crystal Lake (WI)",2017,11,5.47777777777778
"Sparkling Lake (WI)",1981,6,10.4964285714286
"Sparkling Lake (WI)",1981,7,12.1378378378378
"Sparkling Lake (WI)",1981,8,12.8527777777778
"Sparkling Lake (WI)",1981,9,12.1115384615385
"Sparkling Lake (WI)",1981,10,NA
"Sparkling Lake (WI)",1981,11,NA
"Sparkling Lake (WI)",1981,12,3.46111111111111
"Sparkling Lake (WI)",1982,1,2.90588235294118
"Sparkling Lake (WI)",1982,2,3.0375
"Sparkling Lake (WI)",1982,3,NA
"Sparkling Lake (WI)",1982,4,NA
"Sparkling Lake (WI)",1982,5,7.23714285714286
"Sparkling Lake (WI)",1982,6,9.28823529411765
"Sparkling Lake (WI)",1982,7,11.8088235294118
"Sparkling Lake (WI)",1982,8,12.2647058823529
"Sparkling Lake (WI)",1982,9,11.4742857142857
"Sparkling Lake (WI)",1982,10,10.3705882352941
"Sparkling Lake (WI)",1982,11,5.4
"Sparkling Lake (WI)",1982,12,NA
"Sparkling Lake (WI)",1983,1,3.57058823529412
"Sparkling Lake (WI)",1983,2,NA
"Sparkling Lake (WI)",1983,3,3.83333333333333
"Sparkling Lake (WI)",1983,4,NA
"Sparkling Lake (WI)",1983,5,7.21142857142857
"Sparkling Lake (WI)",1983,6,9.70285714285714
"Sparkling Lake (WI)",1983,7,11.9638888888889
"Sparkling Lake (WI)",1983,8,12.8285714285714
"Sparkling Lake (WI)",1983,9,12.5029411764706
"Sparkling Lake (WI)",1983,10,9.55294117647059
"Sparkling Lake (WI)",1983,11,5.82692307692308
"Sparkling Lake (WI)",1983,12,NA
"Sparkling Lake (WI)",1984,1,3.15882352941176
"Sparkling Lake (WI)",1984,2,3.42352941176471
"Sparkling Lake (WI)",1984,3,NA
"Sparkling Lake (WI)",1984,4,4.81764705882353
"Sparkling Lake (WI)",1984,5,7.29411764705882
"Sparkling Lake (WI)",1984,6,9.99705882352941
"Sparkling Lake (WI)",1984,7,11.9352941176471
"Sparkling Lake (WI)",1984,8,13.3882352941176
"Sparkling Lake (WI)",1984,9,12.2852941176471
"Sparkling Lake (WI)",1984,10,10.7470588235294
"Sparkling Lake (WI)",1984,11,5.01470588235294
"Sparkling Lake (WI)",1984,12,NA
"Sparkling Lake (WI)",1985,1,2.81176470588235
"Sparkling Lake (WI)",1985,2,3.01764705882353
"Sparkling Lake (WI)",1985,3,3.21176470588235
"Sparkling Lake (WI)",1985,4,5.52352941176471
"Sparkling Lake (WI)",1985,5,8.05294117647059
"Sparkling Lake (WI)",1985,6,9.51176470588235
"Sparkling Lake (WI)",1985,7,11.4529411764706
"Sparkling Lake (WI)",1985,8,12.0588235294118
"Sparkling Lake (WI)",1985,9,11.1441176470588
"Sparkling Lake (WI)",1985,10,8.60588235294118
"Sparkling Lake (WI)",1985,11,6.1
"Sparkling Lake (WI)",1985,12,NA
"Sparkling Lake (WI)",1986,1,3.63529411764706
"Sparkling Lake (WI)",1986,2,3.64705882352941
"Sparkling Lake (WI)",1986,3,NA
"Sparkling Lake (WI)",1986,4,5.7
"Sparkling Lake (WI)",1986,5,8.32058823529412
"Sparkling Lake (WI)",1986,6,10.8901960784314
"Sparkling Lake (WI)",1986,7,13.1058823529412
"Sparkling Lake (WI)",1986,8,13.3323529411765
"Sparkling Lake (WI)",1986,9,11.9676470588235
"Sparkling Lake (WI)",1986,10,10.0882352941176
"Sparkling Lake (WI)",1986,11,5.88235294117647
"Sparkling Lake (WI)",1986,12,NA
"Sparkling Lake (WI)",1987,1,3.09411764705882
"Sparkling Lake (WI)",1987,2,3.18823529411765
"Sparkling Lake (WI)",1987,3,3.94705882352941
"Sparkling Lake (WI)",1987,4,5.86470588235294
"Sparkling Lake (WI)",1987,5,8.29411764705882
"Sparkling Lake (WI)",1987,6,10.943137254902
"Sparkling Lake (WI)",1987,7,13.1558823529412
"Sparkling Lake (WI)",1987,8,13.0647058823529
"Sparkling Lake (WI)",1987,9,11.7727272727273
"Sparkling Lake (WI)",1987,10,10.65625
"Sparkling Lake (WI)",1987,11,7.08125
"Sparkling Lake (WI)",1987,12,NA
"Sparkling Lake (WI)",1988,1,3.56875
"Sparkling Lake (WI)",1988,2,3.73529411764706
"Sparkling Lake (WI)",1988,3,NA
"Sparkling Lake (WI)",1988,4,4.35588235294118
"Sparkling Lake (WI)",1988,5,8.02058823529412
"Sparkling Lake (WI)",1988,6,11.0823529411765
"Sparkling Lake (WI)",1988,7,12.7
"Sparkling Lake (WI)",1988,8,13.9607843137255
"Sparkling Lake (WI)",1988,9,12.1852941176471
"Sparkling Lake (WI)",1988,10,9.77352941176471
"Sparkling Lake (WI)",1988,11,5.08823529411765
"Sparkling Lake (WI)",1988,12,NA
"Sparkling Lake (WI)",1989,1,NA
"Sparkling Lake (WI)",1989,2,NA
"Sparkling Lake (WI)",1989,3,NA
"Sparkling Lake (WI)",1989,4,NA
"Sparkling Lake (WI)",1989,5,6.39803921568627
"Sparkling Lake (WI)",1989,6,9.27352941176471
"Sparkling Lake (WI)",1989,7,11.7147058823529
"Sparkling Lake (WI)",1989,8,12.0058823529412
"Sparkling Lake (WI)",1989,9,11.9529411764706
"Sparkling Lake (WI)",1989,10,10.5470588235294
"Sparkling Lake (WI)",1989,11,7.63529411764706
"Sparkling Lake (WI)",1989,12,NA
"Sparkling Lake (WI)",1990,1,3.85882352941176
"Sparkling Lake (WI)",1990,2,4.15882352941177
"Sparkling Lake (WI)",1990,3,NA
"Sparkling Lake (WI)",1990,4,6.87058823529412
"Sparkling Lake (WI)",1990,5,NA
"Sparkling Lake (WI)",1990,6,10.4911764705882
"Sparkling Lake (WI)",1990,7,NA
"Sparkling Lake (WI)",1990,8,13.1264705882353
"Sparkling Lake (WI)",1990,9,NA
"Sparkling Lake (WI)",1990,10,NA
"Sparkling Lake (WI)",1990,11,5.5
"Sparkling Lake (WI)",1990,12,NA
"Sparkling Lake (WI)",1991,1,NA
"Sparkling Lake (WI)",1991,2,1.25294117647059
"Sparkling Lake (WI)",1991,3,NA
"Sparkling Lake (WI)",1991,4,NA
"Sparkling Lake (WI)",1991,5,8.38823529411765
"Sparkling Lake (WI)",1991,6,10.0441176470588
"Sparkling Lake (WI)",1991,7,NA
"Sparkling Lake (WI)",1991,8,12.6441176470588
"Sparkling Lake (WI)",1991,9,NA
"Sparkling Lake (WI)",1991,10,NA
"Sparkling Lake (WI)",1991,11,3.93529411764706
"Sparkling Lake (WI)",1991,12,NA
"Sparkling Lake (WI)",1992,1,NA
"Sparkling Lake (WI)",1992,2,NA
"Sparkling Lake (WI)",1992,3,2.88823529411765
"Sparkling Lake (WI)",1992,4,NA
"Sparkling Lake (WI)",1992,5,6.43235294117647
"Sparkling Lake (WI)",1992,6,9.41176470588235
"Sparkling Lake (WI)",1992,7,NA
"Sparkling Lake (WI)",1992,8,11.9235294117647
"Sparkling Lake (WI)",1992,9,NA
"Sparkling Lake (WI)",1992,10,NA
"Sparkling Lake (WI)",1992,11,5.72941176470588
"Sparkling Lake (WI)",1992,12,NA
"Sparkling Lake (WI)",1993,1,NA
"Sparkling Lake (WI)",1993,2,NA
"Sparkling Lake (WI)",1993,3,3.56470588235294
"Sparkling Lake (WI)",1993,4,NA
"Sparkling Lake (WI)",1993,5,5.69117647058824
"Sparkling Lake (WI)",1993,6,9.06666666666667
"Sparkling Lake (WI)",1993,7,NA
"Sparkling Lake (WI)",1993,8,12.1735294117647
"Sparkling Lake (WI)",1993,9,NA
"Sparkling Lake (WI)",1993,10,NA
"Sparkling Lake (WI)",1993,11,4.97058823529412
"Sparkling Lake (WI)",1993,12,NA
"Sparkling Lake (WI)",1994,1,NA
"Sparkling Lake (WI)",1994,2,2.7
"Sparkling Lake (WI)",1994,3,NA
"Sparkling Lake (WI)",1994,4,NA
"Sparkling Lake (WI)",1994,5,6.79117647058824
"Sparkling Lake (WI)",1994,6,10.856862745098
"Sparkling Lake (WI)",1994,7,NA
"Sparkling Lake (WI)",1994,8,12.5352941176471
"Sparkling Lake (WI)",1994,9,NA
"Sparkling Lake (WI)",1994,10,NA
"Sparkling Lake (WI)",1994,11,8.16764705882353
"Sparkling Lake (WI)",1994,12,NA
"Sparkling Lake (WI)",1995,1,NA
"Sparkling Lake (WI)",1995,2,3.39411764705882
"Sparkling Lake (WI)",1995,3,NA
"Sparkling Lake (WI)",1995,4,NA
"Sparkling Lake (WI)",1995,5,6.60392156862745
"Sparkling Lake (WI)",1995,6,10.1794117647059
"Sparkling Lake (WI)",1995,7,NA
"Sparkling Lake (WI)",1995,8,12.8823529411765
"Sparkling Lake (WI)",1995,9,NA
"Sparkling Lake (WI)",1995,10,NA
"Sparkling Lake (WI)",1995,11,4.03529411764706
"Sparkling Lake (WI)",1995,12,NA
"Sparkling Lake (WI)",1996,1,NA
"Sparkling Lake (WI)",1996,2,3.41176470588235
"Sparkling Lake (WI)",1996,3,NA
"Sparkling Lake (WI)",1996,4,NA
"Sparkling Lake (WI)",1996,5,5.56176470588235
"Sparkling Lake (WI)",1996,6,8.67941176470588
"Sparkling Lake (WI)",1996,7,NA
"Sparkling Lake (WI)",1996,8,11.0235294117647
"Sparkling Lake (WI)",1996,9,NA
"Sparkling Lake (WI)",1996,10,NA
"Sparkling Lake (WI)",1996,11,6.74117647058824
"Sparkling Lake (WI)",1996,12,NA
"Sparkling Lake (WI)",1997,1,NA
"Sparkling Lake (WI)",1997,2,3.33529411764706
"Sparkling Lake (WI)",1997,3,NA
"Sparkling Lake (WI)",1997,4,NA
"Sparkling Lake (WI)",1997,5,6.46470588235294
"Sparkling Lake (WI)",1997,6,9.39411764705882
"Sparkling Lake (WI)",1997,7,NA
"Sparkling Lake (WI)",1997,8,12.4235294117647
"Sparkling Lake (WI)",1997,9,NA
"Sparkling Lake (WI)",1997,10,NA
"Sparkling Lake (WI)",1997,11,7.07647058823529
"Sparkling Lake (WI)",1997,12,NA
"Sparkling Lake (WI)",1998,1,NA
"Sparkling Lake (WI)",1998,2,3.54705882352941
"Sparkling Lake (WI)",1998,3,NA
"Sparkling Lake (WI)",1998,4,6.17058823529412
"Sparkling Lake (WI)",1998,5,NA
"Sparkling Lake (WI)",1998,6,10.8294117647059
"Sparkling Lake (WI)",1998,7,NA
"Sparkling Lake (WI)",1998,8,13.9294117647059
"Sparkling Lake (WI)",1998,9,NA
"Sparkling Lake (WI)",1998,10,NA
"Sparkling Lake (WI)",1998,11,7.29411764705882
"Sparkling Lake (WI)",1998,12,NA
"Sparkling Lake (WI)",1999,1,NA
"Sparkling Lake (WI)",1999,2,2.82352941176471
"Sparkling Lake (WI)",1999,3,NA
"Sparkling Lake (WI)",1999,4,NA
"Sparkling Lake (WI)",1999,5,7.19411764705882
"Sparkling Lake (WI)",1999,6,NA
"Sparkling Lake (WI)",1999,7,11.9843137254902
"Sparkling Lake (WI)",1999,8,12.6705882352941
"Sparkling Lake (WI)",1999,9,NA
"Sparkling Lake (WI)",1999,10,NA
"Sparkling Lake (WI)",1999,11,7.35882352941177
"Sparkling Lake (WI)",1999,12,NA
"Sparkling Lake (WI)",2000,1,NA
"Sparkling Lake (WI)",2000,2,3.16470588235294
"Sparkling Lake (WI)",2000,3,NA
"Sparkling Lake (WI)",2000,4,4.28529411764706
"Sparkling Lake (WI)",2000,5,7.20980392156863
"Sparkling Lake (WI)",2000,6,NA
"Sparkling Lake (WI)",2000,7,11.5441176470588
"Sparkling Lake (WI)",2000,8,12.5617647058824
"Sparkling Lake (WI)",2000,9,NA
"Sparkling Lake (WI)",2000,10,NA
"Sparkling Lake (WI)",2000,11,8.22352941176471
"Sparkling Lake (WI)",2000,12,NA
"Sparkling Lake (WI)",2001,1,3.57058823529412
"Sparkling Lake (WI)",2001,2,3.59411764705882
"Sparkling Lake (WI)",2001,3,NA
"Sparkling Lake (WI)",2001,4,5.203125
"Sparkling Lake (WI)",2001,5,8.76176470588235
"Sparkling Lake (WI)",2001,6,10.8735294117647
"Sparkling Lake (WI)",2001,7,13.0323529411765
"Sparkling Lake (WI)",2001,8,14.0852941176471
"Sparkling Lake (WI)",2001,9,13.5382352941176
"Sparkling Lake (WI)",2001,10,10.5941176470588
"Sparkling Lake (WI)",2001,11,7.72352941176471
"Sparkling Lake (WI)",2001,12,NA
"Sparkling Lake (WI)",2002,1,2.725
"Sparkling Lake (WI)",2002,2,2.975
"Sparkling Lake (WI)",2002,3,NA
"Sparkling Lake (WI)",2002,4,3.53235294117647
"Sparkling Lake (WI)",2002,5,6.76176470588235
"Sparkling Lake (WI)",2002,6,10.25
"Sparkling Lake (WI)",2002,7,13.1235294117647
"Sparkling Lake (WI)",2002,8,13.9
"Sparkling Lake (WI)",2002,9,13.3882352941176
"Sparkling Lake (WI)",2002,10,10.0176470588235
"Sparkling Lake (WI)",2002,11,6.37647058823529
"Sparkling Lake (WI)",2002,12,NA
"Sparkling Lake (WI)",2003,1,NA
"Sparkling Lake (WI)",2003,2,NA
"Sparkling Lake (WI)",2003,3,3.91764705882353
"Sparkling Lake (WI)",2003,4,4.87352941176471
"Sparkling Lake (WI)",2003,5,8.00857142857143
"Sparkling Lake (WI)",2003,6,10.1382352941176
"Sparkling Lake (WI)",2003,7,11.7294117647059
"Sparkling Lake (WI)",2003,8,13.3382352941176
"Sparkling Lake (WI)",2003,9,13.3147058823529
"Sparkling Lake (WI)",2003,10,10.3058823529412
"Sparkling Lake (WI)",2003,11,5.63529411764706
"Sparkling Lake (WI)",2003,12,NA
"Sparkling Lake (WI)",2004,1,NA
"Sparkling Lake (WI)",2004,2,3.40588235294118
"Sparkling Lake (WI)",2004,3,NA
"Sparkling Lake (WI)",2004,4,4.85454545454545
"Sparkling Lake (WI)",2004,5,7.92352941176471
"Sparkling Lake (WI)",2004,6,10.4058823529412
"Sparkling Lake (WI)",2004,7,12.1441176470588
"Sparkling Lake (WI)",2004,8,12.8470588235294
"Sparkling Lake (WI)",2004,9,13.240625
"Sparkling Lake (WI)",2004,10,10.821875
"Sparkling Lake (WI)",2004,11,8.1875
"Sparkling Lake (WI)",2004,12,NA
"Sparkling Lake (WI)",2005,1,NA
"Sparkling Lake (WI)",2005,2,2.61764705882353
"Sparkling Lake (WI)",2005,3,NA
